buy,sell,exchange,tiker,time
0.20050459542259869,0.7994954045774014,FTX,39641.0,2022-02-05 00:32:21
0.9472016159927559,0.0527983840072441,Bybit,39656.0,2022-02-05 00:32:21
0.16179777231805673,0.8382022276819433,Binance,39666.01,2022-02-05 00:32:21
0.3906482312700253,0.6093517687299748,Coinbase Pro,39641.82,2022-02-05 00:32:21
0.40331257578076257,0.5966874242192374,FTX,39666.0,2022-02-05 00:32:21
0.5946135670992706,0.4053864329007294,Bybit,39687.0,2022-02-05 00:32:21
0.11190778576023261,0.8880922142397674,Binance,39677.16,2022-02-05 00:32:21
0.23068374621922622,0.7693162537807738,Coinbase Pro,39663.12,2022-02-05 00:32:21
0.7005861917933148,0.2994138082066851,FTX,39666.0,2022-02-05 00:32:21
0.15226952197149646,0.8477304780285035,Bybit,39660.0,2022-02-05 00:32:21
0.2269492283648772,0.7730507716351228,Binance,39650.09,2022-02-05 00:32:21
0.2863657213296256,0.7136342786703744,Coinbase Pro,39647.48,2022-02-05 00:32:21
0.30873942066073656,0.6912605793392634,FTX,39652.0,2022-02-05 00:32:21
0.8275245593759029,0.17247544062409703,Bybit,39649.5,2022-02-05 00:32:21
0.4229286092501784,0.5770713907498216,Binance,39657.32,2022-02-05 00:32:21
0.3416666040210713,0.6583333959789288,Coinbase Pro,39634.07,2022-02-05 00:32:21
0.5214974784570884,0.4785025215429117,FTX,39659.0,2022-02-05 00:32:21
0.6622854421220391,0.3377145578779608,Bybit,39693.5,2022-02-05 00:32:21
0.13155939196138228,0.8684406080386177,Binance,39712.62,2022-02-05 00:32:21
0.5065067675372008,0.49349323246279925,Coinbase Pro,39700.45,2022-02-05 00:32:21
0.009443355924581634,0.9905566440754184,FTX,39709.0,2022-02-05 00:32:21
0.48616038974425746,0.5138396102557424,Bybit,39730.0,2022-02-05 00:32:21
0.21274572450678997,0.7872542754932101,Binance,39730.03,2022-02-05 00:32:21
0.4903300095564001,0.5096699904435998,Coinbase Pro,39701.47,2022-02-05 00:32:21
0.49312884264576723,0.5068711573542328,FTX,39713.0,2022-02-05 00:32:21
0.08643335556264316,0.9135666444373569,Bybit,39700.0,2022-02-05 00:32:21
0.38699006569042665,0.6130099343095734,Binance,39695.09,2022-02-05 00:32:21
0.5225192032513359,0.47748079674866406,Coinbase Pro,39718.17,2022-02-05 00:32:21
0.4177337262255558,0.5822662737744442,FTX,39696.0,2022-02-05 00:32:21
0.6361025940526598,0.3638974059473403,Bybit,39700.5,2022-02-05 00:32:21
0.34055926888354665,0.6594407311164533,Binance,39701.26,2022-02-05 00:32:21
0.17638786886267047,0.8236121311373296,Coinbase Pro,39718.17,2022-02-05 00:32:21
0.18611144445777836,0.8138885555422216,FTX,39689.0,2022-02-05 00:32:21
0.7828199424055902,0.21718005759440978,Bybit,39738.0,2022-02-05 00:32:21
0.26097657900201204,0.739023420997988,Binance,39727.53,2022-02-05 00:32:21
0.26142449850392,0.73857550149608,Coinbase Pro,39718.17,2022-02-05 00:32:21
0.6392618360348358,0.36073816396516417,FTX,39730.0,2022-02-05 00:32:21
0.5445588785723773,0.4554411214276228,Bybit,39712.5,2022-02-05 00:32:21
0.6709119213949886,0.3290880786050114,Binance,39740.14,2022-02-05 00:32:21
0.23092259503918433,0.7690774049608157,Coinbase Pro,39723.31,2022-02-05 00:32:21
0.23349339031205243,0.7665066096879477,FTX,39729.0,2022-02-05 00:32:21
0.9203140744879329,0.07968592551206716,Bybit,39820.5,2022-02-05 00:32:21
0.404993518052707,0.595006481947293,Binance,39798.43,2022-02-05 00:32:21
0.3498477272390258,0.6501522727609742,Coinbase Pro,39776.19,2022-02-05 00:32:21
0.005964246163581713,0.9940357538364183,FTX,39812.0,2022-02-05 00:32:21
0.9157189408489609,0.0842810591510391,Bybit,39742.0,2022-02-05 00:32:21
0.17255166289772325,0.8274483371022767,Binance,39715.72,2022-02-05 00:32:21
0.5455882794889704,0.4544117205110297,Coinbase Pro,39716.86,2022-02-05 00:32:21
0.9373606562623343,0.06263934373766573,FTX,39726.0,2022-02-05 00:32:21
0.35728141607225844,0.6427185839277415,Bybit,39754.5,2022-02-05 00:32:21
0.47167581951843507,0.5283241804815649,Binance,39737.14,2022-02-05 00:32:21
0.38372248989029184,0.6162775101097082,Coinbase Pro,39728.82,2022-02-05 00:32:21
0.4090009820805875,0.5909990179194125,FTX,39735.0,2022-02-05 00:32:21
0.07608277503973984,0.9239172249602602,Bybit,39700.5,2022-02-05 00:32:21
0.1018231581505816,0.8981768418494184,Binance,39652.36,2022-02-05 00:32:21
0.5479601869593458,0.45203981304065427,Coinbase Pro,39663.12,2022-02-05 00:32:21
0.10067933382480003,0.8993206661752,FTX,39659.0,2022-02-05 00:32:21
0.17309519844030136,0.8269048015596986,Bybit,39655.0,2022-02-05 00:32:21
0.3371370822800101,0.66286291771999,Binance,39628.0,2022-02-05 00:32:21
0.5161769836016278,0.48382301639837233,Coinbase Pro,39631.58,2022-02-05 00:32:21
0.11187373481781375,0.8881262651821863,FTX,39627.0,2022-02-05 00:32:21
0.1398637606588677,0.8601362393411324,Bybit,39636.0,2022-02-05 00:32:21
0.484674964737324,0.5153250352626759,Binance,39619.96,2022-02-05 00:32:21
0.41011250386117326,0.5898874961388269,Coinbase Pro,39606.43,2022-02-05 00:32:21
0.4687568239463827,0.5312431760536174,FTX,39623.0,2022-02-05 00:32:21
0.665481539712175,0.33451846028782506,Bybit,39654.5,2022-02-05 00:32:21
0.5500865490301902,0.4499134509698099,Binance,39648.8,2022-02-05 00:32:21
0.31670513870049866,0.6832948612995013,Coinbase Pro,39653.1,2022-02-05 00:32:21
0.28080567413437457,0.7191943258656254,FTX,39647.0,2022-02-05 00:32:21
0.4380158893933141,0.5619841106066858,Bybit,39640.5,2022-02-05 00:32:21
0.4440571871151234,0.5559428128848767,Binance,39635.88,2022-02-05 00:32:21
0.5658674350303585,0.4341325649696416,Coinbase Pro,39653.1,2022-02-05 00:32:21
0.1417111616380962,0.8582888383619038,FTX,39628.0,2022-02-05 00:32:21
0.11403701965891352,0.8859629803410864,Bybit,39635.0,2022-02-05 00:32:21
0.13279387746093405,0.867206122539066,Binance,39626.35,2022-02-05 00:32:21
0.46715227207929855,0.5328477279207013,Coinbase Pro,39609.35,2022-02-05 00:32:21
0.9471543396185592,0.052845660381440736,FTX,39628.0,2022-02-05 00:32:21
0.7563795986622074,0.24362040133779264,Bybit,39632.5,2022-02-05 00:32:21
0.395842166256819,0.6041578337431809,Binance,39636.69,2022-02-05 00:32:21
0.5682837619240302,0.43171623807596987,Coinbase Pro,39617.89,2022-02-05 00:32:21
0.1322220306530794,0.8677779693469205,FTX,39625.0,2022-02-05 00:32:21
0.2957949528344389,0.7042050471655611,Bybit,39617.0,2022-02-05 00:32:21
0.26674045764328325,0.7332595423567168,Binance,39615.24,2022-02-05 00:32:21
0.5889456657621797,0.41105433423782023,Coinbase Pro,39614.38,2022-02-05 00:32:21
0.8113956294409438,0.18860437055905618,FTX,39613.0,2022-02-05 00:32:21
0.7832035832355765,0.21679641676442363,Bybit,39620.0,2022-02-05 00:32:21
0.22537629725179456,0.7746237027482055,Binance,39613.2,2022-02-05 00:32:21
0.5579797508426887,0.4420202491573113,Coinbase Pro,39619.23,2022-02-05 00:32:21
0.2131876050924814,0.7868123949075186,FTX,39607.0,2022-02-05 00:32:21
0.1768454359046878,0.8231545640953122,Bybit,39615.0,2022-02-05 00:32:21
0.16064317955571314,0.8393568204442869,Binance,39609.13,2022-02-05 00:32:21
0.5211078980229017,0.47889210197709825,Coinbase Pro,39619.23,2022-02-05 00:32:21
0.6273650941795351,0.37263490582046493,FTX,39588.0,2022-02-05 00:32:21
0.6903330880148282,0.3096669119851719,Bybit,39599.5,2022-02-05 00:32:21
0.2485299245937792,0.7514700754062209,Binance,39592.79,2022-02-05 00:32:21
0.26517147208745323,0.7348285279125467,Coinbase Pro,39599.29,2022-02-05 00:32:21
0.8353720153598891,0.16462798464011089,FTX,39583.0,2022-02-05 00:32:21
0.7795766598666031,0.220423340133397,Bybit,39582.5,2022-02-05 00:32:21
0.3524783186024317,0.6475216813975684,Binance,39585.53,2022-02-05 00:32:21
0.41860660287286405,0.5813933971271359,Coinbase Pro,39567.94,2022-02-05 00:32:21
0.22299905436619283,0.7770009456338072,FTX,39578.0,2022-02-05 00:32:21
0.14918259578560225,0.8508174042143978,Bybit,39577.5,2022-02-05 00:32:21
0.48566899831156746,0.5143310016884325,Binance,39568.64,2022-02-05 00:32:21
0.4786487447139463,0.5213512552860536,Coinbase Pro,39562.2,2022-02-05 00:32:21
0.03391937771968695,0.9660806222803131,FTX,39576.0,2022-02-05 00:32:21
0.30615911849401456,0.6938408815059854,Bybit,39571.0,2022-02-05 00:32:21
0.3091070713141026,0.6908929286858975,Binance,39585.54,2022-02-05 00:32:21
0.31077726823575397,0.689222731764246,Coinbase Pro,39579.37,2022-02-05 00:32:21
0.459867294520548,0.540132705479452,FTX,39577.0,2022-02-05 00:32:21
0.5658200586332197,0.43417994136678023,Bybit,39570.5,2022-02-05 00:32:21
0.20059786357840162,0.7994021364215984,Binance,39580.0,2022-02-05 00:32:21
0.29197186677166814,0.7080281332283318,Coinbase Pro,39563.16,2022-02-05 00:32:21
0.2886407036629825,0.7113592963370176,FTX,39573.0,2022-02-05 00:32:21
0.3656793013414964,0.6343206986585036,Bybit,39570.5,2022-02-05 00:32:21
0.3517051486199575,0.6482948513800424,Binance,39575.33,2022-02-05 00:32:21
0.5185529632120084,0.4814470367879915,Coinbase Pro,39563.16,2022-02-05 00:32:21
0.4683277478265093,0.5316722521734908,FTX,39582.0,2022-02-05 00:32:21
0.5928298120113127,0.40717018798868737,Bybit,39571.0,2022-02-05 00:32:21
0.1823644522112698,0.8176355477887303,Binance,39573.15,2022-02-05 00:32:21
0.2814764983006965,0.7185235016993036,Coinbase Pro,39563.16,2022-02-05 00:32:21
0.09791987158049628,0.9020801284195036,FTX,39576.0,2022-02-05 00:32:21
0.0330745454987953,0.9669254545012047,Bybit,39569.0,2022-02-05 00:32:21
0.3165771193610796,0.6834228806389204,Binance,39553.6,2022-02-05 00:32:21
0.32779837635048514,0.6722016236495149,Coinbase Pro,39556.86,2022-02-05 00:32:21
0.26856403773673243,0.7314359622632675,FTX,39540.0,2022-02-05 00:32:21
0.8140019271385885,0.18599807286141148,Bybit,39556.5,2022-02-05 00:32:21
0.35383857985997813,0.6461614201400219,Binance,39544.2,2022-02-05 00:32:21
0.3138595288558514,0.6861404711441487,Coinbase Pro,39553.19,2022-02-05 00:32:21
0.13156630826668034,0.8684336917333197,FTX,39557.0,2022-02-05 00:32:21
0.7961534411960832,0.20384655880391678,Bybit,39513.0,2022-02-05 00:32:21
0.6328720351603647,0.36712796483963533,Binance,39517.29,2022-02-05 00:32:21
0.6258201915008574,0.3741798084991425,Coinbase Pro,39500.0,2022-02-05 00:32:21
0.4159247351716748,0.5840752648283253,FTX,39509.0,2022-02-05 00:32:21
0.24394537708872333,0.7560546229112767,Bybit,39522.0,2022-02-05 00:32:21
0.2539913709926999,0.7460086290073,Binance,39539.43,2022-02-05 00:32:21
0.5753162249234021,0.4246837750765978,Coinbase Pro,39507.91,2022-02-05 00:32:21
0.707236030702709,0.29276396929729104,FTX,39529.0,2022-02-05 00:32:21
0.9340703594680371,0.06592964053196283,Bybit,39522.0,2022-02-05 00:32:21
0.3296809555054539,0.670319044494546,Binance,39508.65,2022-02-05 00:32:21
0.5369545039332748,0.4630454960667251,Coinbase Pro,39519.53,2022-02-05 00:32:21
0.12508860442813663,0.8749113955718635,FTX,39506.0,2022-02-05 00:32:21
0.7868391677985932,0.21316083220140675,Bybit,39506.5,2022-02-05 00:32:21
0.23717833538630062,0.7628216646136994,Binance,39498.24,2022-02-05 00:32:21
0.42212509973625273,0.5778749002637472,Coinbase Pro,39502.36,2022-02-05 00:32:21
0.08386648630863158,0.9161335136913684,FTX,39491.0,2022-02-05 00:32:21
0.7719020907700153,0.22809790922998474,Bybit,39513.5,2022-02-05 00:32:21
0.5336889774177929,0.46631102258220714,Binance,39529.18,2022-02-05 00:32:21
0.4934897330647129,0.506510266935287,Coinbase Pro,39502.54,2022-02-05 00:32:21
0.485244592577162,0.5147554074228379,FTX,39518.0,2022-02-05 00:32:21
0.6665023856461243,0.33349761435387565,Bybit,39520.5,2022-02-05 00:32:21
0.20470984312092189,0.7952901568790781,Binance,39513.74,2022-02-05 00:32:21
0.4250984351736343,0.5749015648263657,Coinbase Pro,39517.44,2022-02-05 00:32:21
0.3697796325512749,0.630220367448725,FTX,39505.0,2022-02-05 00:32:21
0.6152287233486895,0.38477127665131045,Bybit,39534.0,2022-02-05 00:32:21
0.3238058393828369,0.6761941606171631,Binance,39524.58,2022-02-05 00:32:21
0.4269813787794382,0.5730186212205618,Coinbase Pro,39517.44,2022-02-05 00:32:21
0.4181467878860858,0.5818532121139142,FTX,39521.0,2022-02-05 00:32:21
0.17358108423219654,0.8264189157678035,Bybit,39549.5,2022-02-05 00:32:21
0.09992146794255204,0.9000785320574479,Binance,39564.57,2022-02-05 00:32:21
0.41601415148520243,0.5839858485147975,Coinbase Pro,39556.53,2022-02-05 00:32:21
0.29788822675851967,0.7021117732414803,FTX,39546.0,2022-02-05 00:32:21
0.03603686447605036,0.9639631355239496,Bybit,39537.5,2022-02-05 00:32:21
0.30470597208450917,0.6952940279154908,Binance,39523.65,2022-02-05 00:32:21
0.4121934355316316,0.5878065644683684,Coinbase Pro,39524.77,2022-02-05 00:32:21
0.35403156798663876,0.6459684320133612,FTX,39523.0,2022-02-05 00:32:21
0.45711130626831414,0.5428886937316859,Bybit,39521.0,2022-02-05 00:32:21
0.5850374278526879,0.4149625721473121,Binance,39516.57,2022-02-05 00:32:21
0.44004242700129365,0.5599575729987064,Coinbase Pro,39497.64,2022-02-05 00:32:21
0.5007865873111915,0.4992134126888084,FTX,39499.0,2022-02-05 00:32:21
0.5013895543842837,0.4986104456157164,Bybit,39513.5,2022-02-05 00:32:21
0.4279808303312161,0.5720191696687839,Binance,39502.47,2022-02-05 00:32:21
0.5375547291654802,0.46244527083451975,Coinbase Pro,39505.59,2022-02-05 00:32:21
0.6405608440929746,0.3594391559070254,FTX,39502.0,2022-02-05 00:32:21
0.8024875390133693,0.19751246098663067,Bybit,39518.5,2022-02-05 00:32:21
0.05741887488343338,0.9425811251165666,Binance,39522.05,2022-02-05 00:32:21
0.37061762666597864,0.6293823733340214,Coinbase Pro,39496.8,2022-02-05 00:32:21
0.5751392496492714,0.4248607503507285,FTX,39511.0,2022-02-05 00:32:21
0.717898959945926,0.28210104005407416,Bybit,39536.0,2022-02-05 00:32:21
0.26718039706837365,0.7328196029316263,Binance,39550.97,2022-02-05 00:32:21
0.41537665884393266,0.5846233411560674,Coinbase Pro,39523.62,2022-02-05 00:32:21
0.17483262325015217,0.8251673767498479,FTX,39536.0,2022-02-05 00:32:21
0.651632794718236,0.34836720528176396,Bybit,39549.5,2022-02-05 00:32:21
0.24896973236268077,0.7510302676373193,Binance,39561.07,2022-02-05 00:32:21
0.5432772644708365,0.4567227355291636,Coinbase Pro,39540.27,2022-02-05 00:32:21
0.11789079623082213,0.8821092037691778,FTX,39568.0,2022-02-05 00:32:21
0.23842978135298915,0.7615702186470109,Bybit,39597.0,2022-02-05 00:32:21
0.03840652201760432,0.9615934779823957,Binance,39619.95,2022-02-05 00:32:21
0.428899486589934,0.5711005134100661,Coinbase Pro,39619.98,2022-02-05 00:32:21
0.43604991007194244,0.5639500899280575,FTX,39607.0,2022-02-05 00:32:21
0.15702532282715134,0.8429746771728487,Bybit,39606.5,2022-02-05 00:32:21
0.20061663513418826,0.7993833648658119,Binance,39588.86,2022-02-05 00:32:21
0.2122915488611846,0.7877084511388154,Coinbase Pro,39582.09,2022-02-05 00:32:21
0.5153892656258213,0.4846107343741786,FTX,39571.0,2022-02-05 00:32:21
0.16167389932898737,0.8383261006710127,Bybit,39586.5,2022-02-05 00:32:21
0.399155990957046,0.6008440090429541,Binance,39563.98,2022-02-05 00:32:21
0.5130203122712722,0.48697968772872774,Coinbase Pro,39575.97,2022-02-05 00:32:21
0.48103794955331014,0.51896205044669,FTX,39560.0,2022-02-05 00:32:21
0.5945831606575493,0.4054168393424507,Bybit,39595.5,2022-02-05 00:32:21
0.31230219043361646,0.6876978095663836,Binance,39581.19,2022-02-05 00:32:21
0.4886498225210773,0.5113501774789226,Coinbase Pro,39602.33,2022-02-05 00:32:21
0.3688574012662044,0.6311425987337956,FTX,39575.0,2022-02-05 00:32:21
0.18716165570084117,0.8128383442991589,Bybit,39634.0,2022-02-05 00:32:21
0.5544668749299911,0.4455331250700088,Binance,39647.88,2022-02-05 00:32:21
0.9750262391955445,0.02497376080445544,Coinbase Pro,39636.5,2022-02-05 00:32:21
0.2931588321353603,0.7068411678646397,FTX,39642.0,2022-02-05 00:32:21
0.0994446949381808,0.9005553050618192,Bybit,39668.0,2022-02-05 00:32:21
0.14884300457022523,0.8511569954297747,Binance,39683.67,2022-02-05 00:32:21
0.37319288291384994,0.6268071170861501,Coinbase Pro,39646.83,2022-02-05 00:32:21
0.09135063000434485,0.9086493699956552,FTX,39675.0,2022-02-05 00:32:21
0.0778722237455443,0.9221277762544557,Bybit,39674.5,2022-02-05 00:32:21
0.36089722513209105,0.6391027748679089,Binance,39652.46,2022-02-05 00:32:21
0.33348362098459783,0.6665163790154022,Coinbase Pro,39680.19,2022-02-05 00:32:21
0.377934562466126,0.6220654375338741,FTX,39639.0,2022-02-05 00:32:21
0.7891460994131861,0.21085390058681394,Bybit,39672.5,2022-02-05 00:32:21
0.34229313847931847,0.6577068615206815,Binance,39657.56,2022-02-05 00:32:21
0.5529591850170359,0.44704081498296405,Coinbase Pro,39647.71,2022-02-05 00:32:21
0.45102490182280436,0.5489750981771956,FTX,39656.0,2022-02-05 00:32:21
0.34875130850904734,0.6512486914909525,Bybit,39636.0,2022-02-05 00:32:21
0.0836638787521627,0.9163361212478373,Binance,39630.13,2022-02-05 00:32:21
0.11740916292335381,0.8825908370766461,Coinbase Pro,39602.29,2022-02-05 00:32:21
0.4589823652556506,0.5410176347443494,FTX,39614.0,2022-02-05 00:32:21
0.22453096270908082,0.7754690372909191,Bybit,39626.0,2022-02-05 00:32:21
0.40369451107997056,0.5963054889200294,Binance,39611.38,2022-02-05 00:32:21
0.5395127634843815,0.4604872365156184,Coinbase Pro,39629.78,2022-02-05 00:32:21
0.37980490070839623,0.6201950992916037,FTX,39612.0,2022-02-05 00:32:21
0.7032794445760155,0.2967205554239844,Bybit,39626.0,2022-02-05 00:32:21
0.2568843910570625,0.7431156089429374,Binance,39611.39,2022-02-05 00:32:21
0.4715559085594505,0.5284440914405495,Coinbase Pro,39631.47,2022-02-05 00:32:21
0.4638733464859795,0.5361266535140206,FTX,39627.0,2022-02-05 00:32:21
0.16422079361560632,0.8357792063843936,Bybit,39620.5,2022-02-05 00:32:21
0.034142242491440204,0.9658577575085597,Binance,39614.25,2022-02-05 00:32:21
0.5238743347450735,0.4761256652549266,Coinbase Pro,39616.43,2022-02-05 00:32:21
0.5103893399958358,0.48961066000416414,FTX,39600.0,2022-02-05 00:32:21
0.9410633265537139,0.05893667344628607,Bybit,39625.0,2022-02-05 00:32:21
0.22947626643083124,0.7705237335691687,Binance,39627.7,2022-02-05 00:32:21
0.22025837277322888,0.7797416272267711,Coinbase Pro,39623.55,2022-02-05 00:32:21
0.38150910434724183,0.6184908956527582,FTX,39623.0,2022-02-05 00:32:21
0.6349233128834355,0.36507668711656444,Bybit,39625.5,2022-02-05 00:32:21
0.256001161661539,0.743998838338461,Binance,39631.95,2022-02-05 00:32:21
0.4804126213316134,0.5195873786683867,Coinbase Pro,39600.66,2022-02-05 00:32:21
0.37775720038786437,0.6222427996121356,FTX,39623.0,2022-02-05 00:32:21
0.8696668398011427,0.13033316019885732,Bybit,39635.5,2022-02-05 00:32:21
0.35842137128500295,0.641578628714997,Binance,39622.12,2022-02-05 00:32:21
0.46019900592578944,0.5398009940742106,Coinbase Pro,39600.66,2022-02-05 00:32:21
0.38659998675233487,0.6134000132476651,FTX,39619.0,2022-02-05 00:32:21
0.34518647007805725,0.6548135299219426,Bybit,39621.0,2022-02-05 00:32:21
0.5222328903674802,0.47776710963251984,Binance,39617.6,2022-02-05 00:32:21
0.5549638565540047,0.4450361434459952,Coinbase Pro,39628.25,2022-02-05 00:32:21
0.7286046462319158,0.2713953537680842,FTX,39612.0,2022-02-05 00:32:21
0.7133513299081787,0.2866486700918212,Bybit,39621.0,2022-02-05 00:32:21
0.3730237382476932,0.6269762617523068,Binance,39627.99,2022-02-05 00:32:21
0.49681905090243944,0.5031809490975605,Coinbase Pro,39604.95,2022-02-05 00:32:21
0.5125271968912408,0.48747280310875907,FTX,39618.0,2022-02-05 00:32:21
0.7838406701499799,0.21615932985002007,Bybit,39621.0,2022-02-05 00:32:21
0.43502017398123977,0.5649798260187602,Binance,39628.54,2022-02-05 00:32:21
0.1697427031008848,0.8302572968991152,Coinbase Pro,39612.6,2022-02-05 00:32:21
0.3386178998254331,0.661382100174567,FTX,39629.0,2022-02-05 00:32:21
0.5332551024684633,0.4667448975315368,Bybit,39637.0,2022-02-05 00:32:21
0.3304486667731119,0.6695513332268881,Binance,39635.51,2022-02-05 00:32:21
0.3224571669571777,0.6775428330428223,Coinbase Pro,39647.6,2022-02-05 00:32:21
0.3869045172427967,0.6130954827572034,FTX,39621.0,2022-02-05 00:32:21
0.635922565150444,0.36407743484955596,Bybit,39637.5,2022-02-05 00:32:21
0.38880709859919177,0.6111929014008083,Binance,39623.88,2022-02-05 00:32:21
0.25680227179701737,0.7431977282029826,Coinbase Pro,39630.62,2022-02-05 00:32:21
0.4780517596763112,0.5219482403236888,FTX,39617.0,2022-02-05 00:32:21
0.9728550686378036,0.027144931362196416,Bybit,39652.0,2022-02-05 00:32:21
0.2456433114492531,0.7543566885507469,Binance,39674.05,2022-02-05 00:32:21
0.5051675168476093,0.4948324831523907,Coinbase Pro,39657.51,2022-02-05 00:32:21
0.32331359032929713,0.6766864096707029,FTX,39669.0,2022-02-05 00:32:21
0.12310190768556081,0.8768980923144392,Bybit,39675.0,2022-02-05 00:32:21
