ask,bid,exchange,tiker,time
0.4979488085423783,0.5020511914576218,FTX,41400.0,2022-02-06 08:57:35
0.45802880694280584,0.5419711930571942,Bybit,41387.0,2022-02-06 08:57:43
0.35526716334214536,0.6447328366578546,Binance,41402.27,2022-02-06 08:57:43
0.3264394998865469,0.673560500113453,Coinbase Pro,41398.79,2022-02-06 08:57:43
0.5436923381228895,0.4563076618771104,FTX,41400.0,2022-02-06 08:57:43
0.5625971306581165,0.43740286934188355,Bybit,41387.0,2022-02-06 08:57:50
0.16448648662434678,0.8355135133756533,Binance,41400.03,2022-02-06 08:57:50
0.5867795667412113,0.4132204332587886,Coinbase Pro,41398.79,2022-02-06 08:57:50
0.46616918828872,0.53383081171128,FTX,41400.0,2022-02-06 08:57:50
0.45087339718094754,0.5491266028190525,Bybit,41387.0,2022-02-06 08:57:58
0.023549893307023374,0.9764501066929766,Binance,41400.03,2022-02-06 08:57:58
0.5208826051790617,0.47911739482093835,Coinbase Pro,41402.94,2022-02-06 08:57:58
0.47571660670767096,0.5242833932923291,FTX,41402.0,2022-02-06 08:57:58
0.5630594313544821,0.4369405686455179,Bybit,41387.5,2022-02-06 08:58:06
0.20614276459237482,0.7938572354076251,Binance,41409.81,2022-02-06 08:58:06
0.46654457848947606,0.5334554215105239,Coinbase Pro,41402.94,2022-02-06 08:58:06
0.4074864533278806,0.5925135466721195,FTX,41402.0,2022-02-06 08:58:06
0.4797153975915688,0.5202846024084311,Bybit,41387.0,2022-02-06 08:58:13
0.09872753154809749,0.9012724684519025,Binance,41415.72,2022-02-06 08:58:13
0.4022228598808557,0.5977771401191442,Coinbase Pro,41414.52,2022-02-06 08:58:13
0.2801305477926088,0.7198694522073912,FTX,41413.0,2022-02-06 08:58:13
0.7243234976438315,0.27567650235616853,Bybit,41398.0,2022-02-06 08:58:21
0.38745744788293934,0.6125425521170608,Binance,41427.19,2022-02-06 08:58:21
0.4982415889768888,0.5017584110231113,Coinbase Pro,41414.52,2022-02-06 08:58:21
0.31173042950932056,0.6882695704906795,FTX,41421.0,2022-02-06 08:58:21
0.9412673513948118,0.05873264860518828,Bybit,41403.0,2022-02-06 08:58:30
0.21836942448068153,0.7816305755193185,Binance,41427.17,2022-02-06 08:58:30
0.3895889134696698,0.6104110865303302,Coinbase Pro,41414.52,2022-02-06 08:58:30
0.5435352890186596,0.45646471098134045,FTX,41431.0,2022-02-06 08:58:30
0.8744774101300841,0.1255225898699159,Bybit,41400.5,2022-02-06 08:59:34
0.36188660260011785,0.6381133973998822,Binance,41400.03,2022-02-06 08:59:34
0.6079197993114376,0.3920802006885624,Coinbase Pro,41390.8,2022-02-06 08:59:34
0.40558993183009967,0.5944100681699004,FTX,41403.0,2022-02-06 08:59:34
0.930955382783498,0.06904461721650207,Bybit,41395.5,2022-02-06 08:59:42
0.11962468172985036,0.8803753182701496,Binance,41398.83,2022-02-06 08:59:42
0.46817709604046237,0.5318229039595376,Coinbase Pro,41390.8,2022-02-06 08:59:42
0.43124834145130503,0.568751658548695,FTX,41403.0,2022-02-06 08:59:42
0.027329793235607528,0.9726702067643924,Bybit,41395.5,2022-02-06 08:59:49
0.10726762763615708,0.892732372363843,Binance,41383.24,2022-02-06 08:59:49
0.33552859907983534,0.6644714009201647,Coinbase Pro,41383.72,2022-02-06 08:59:49
0.43478874606297474,0.5652112539370253,FTX,41387.0,2022-02-06 08:59:49
0.1606347461258013,0.8393652538741987,Bybit,41380.0,2022-02-06 08:59:57
0.41902702760631,0.58097297239369,Binance,41382.59,2022-02-06 08:59:57
0.3422957719886205,0.6577042280113796,Coinbase Pro,41383.93,2022-02-06 08:59:57
0.5036834575388097,0.4963165424611903,FTX,41386.0,2022-02-06 08:59:57
0.7400075313357363,0.25999246866426384,Bybit,41380.0,2022-02-06 09:00:04
0.4226174283641639,0.577382571635836,Binance,41382.6,2022-02-06 09:00:04
0.5712113495000163,0.4287886504999838,Coinbase Pro,41383.93,2022-02-06 09:00:04
0.46013343541507157,0.5398665645849283,FTX,41389.0,2022-02-06 09:00:04
0.295924960769138,0.7040750392308621,Bybit,41380.0,2022-02-06 09:00:11
0.1611717949914139,0.838828205008586,Binance,41391.34,2022-02-06 09:00:11
0.6231413257026602,0.3768586742973398,Coinbase Pro,41376.35,2022-02-06 09:00:11
0.36974154587117425,0.6302584541288258,FTX,41394.0,2022-02-06 09:00:11
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
ask,bid,exchange,tiker,time
