,Bybit_ask,Bybit_bid,Bybit_tiker,Binance_ask,Binance_bid,Binance_tiker,Coinbase Pro_ask,Coinbase Pro_bid,Coinbase Pro_tiker,FTX_ask,FTX_bid,FTX_tiker
2022-02-12 23:59:41,0.3723441014045574,0.6276558985954426,42170.0,0.5676780022272236,0.4323219977727763,42150.36,0.5617125238298408,0.4382874761701593,42133.32,0.46385984015002013,0.53614015984998,42157.0
2022-02-12 23:59:50,0.43720627637627435,0.5627937236237256,42136.5,0.5297296958634675,0.47027030413653254,42130.85,0.4284817140614964,0.5715182859385036,42134.23,0.39715110642332807,0.6028488935766718,42143.0
2022-02-12 23:59:57,0.20088912758085692,0.799110872419143,42158.5,0.21147800099126848,0.7885219990087314,42160.63,0.7538349506900309,0.2461650493099691,42136.04,0.5038663530624738,0.49613364693752615,42164.0
2022-02-13 00:00:05,0.01217968653942125,0.9878203134605787,42170.0,0.18862257784470673,0.8113774221552933,42172.69,0.6495459983838354,0.35045400161616447,42136.04,0.6748168709228103,0.3251831290771898,42166.0
2022-02-13 00:00:14,0.15994403923541248,0.8400559607645876,42190.0,0.6478825557060198,0.3521174442939802,42182.99,0.48899264656823827,0.5110073534317617,42174.64,0.39058404993211165,0.6094159500678883,42196.0
2022-02-13 00:00:22,0.4985886979034864,0.5014113020965135,42189.5,0.12401477774700385,0.8759852222529961,42179.99,0.38233631738498297,0.6176636826150171,42171.8,0.43408956178897745,0.5659104382110225,42182.0
2022-02-13 00:00:30,0.05613408960550632,0.9438659103944937,42189.5,0.4809739267285081,0.5190260732714919,42190.69,0.4082957098565959,0.5917042901434042,42185.81,0.46300746995777853,0.5369925300422216,42200.0
2022-02-13 00:00:38,0.05105097350617156,0.9489490264938285,42190.0,0.4796008929729582,0.5203991070270417,42190.7,0.37994246159313094,0.6200575384068691,42185.81,0.25859865654524605,0.741401343454754,42200.0
2022-02-13 00:00:45,0.19952762374204153,0.8004723762579585,42190.0,0.2965775153186126,0.7034224846813872,42191.51,0.5850653287800474,0.4149346712199526,42185.81,0.2065903333967817,0.7934096666032182,42205.0
2022-02-13 00:00:53,0.25735177110849433,0.7426482288915057,42199.5,0.17448344209446814,0.8255165579055319,42196.34,0.2001041814372056,0.7998958185627945,42185.81,0.4335708178968367,0.5664291821031633,42209.0
2022-02-13 00:01:02,0.25853020707322283,0.7414697929267772,42199.5,0.6344523603154135,0.36554763968458653,42194.86,0.6419646861685794,0.3580353138314207,42185.81,0.4047806718446946,0.5952193281553053,42200.0
2022-02-13 00:01:10,0.40696659692359455,0.5930334030764054,42183.5,0.760625572116291,0.23937442788370905,42180.79,0.5607127297197465,0.4392872702802534,42192.48,0.45413446611051395,0.545865533889486,42187.0
2022-02-13 00:01:18,0.8865348153559811,0.11346518464401888,42181.5,0.7975065859883098,0.20249341401169016,42161.12,0.6266723543524856,0.37332764564751447,42158.41,0.32603511264461127,0.6739648873553887,42181.0
2022-02-13 00:01:26,0.9149563265505295,0.08504367344947056,42154.5,0.7408570474381788,0.2591429525618212,42141.06,0.3806882051688228,0.6193117948311772,42158.41,0.5103158562200294,0.4896841437799707,42151.0
2022-02-13 00:01:33,0.8519330186558778,0.14806698134412224,42150.0,0.2777281612820625,0.7222718387179374,42117.32,0.28456771187234947,0.7154322881276505,42136.26,0.8380564500852434,0.16194354991475657,42143.0
2022-02-13 00:01:42,0.41261680048833177,0.5873831995116683,42131.5,0.7465435306786525,0.25345646932134747,42124.8,0.5520626706516849,0.44793732934831515,42136.26,0.5753494265737864,0.4246505734262136,42136.0
2022-02-13 00:01:50,0.05292989983319363,0.9470701001668064,42136.5,0.2854015736046128,0.7145984263953872,42139.9,0.3619198210826973,0.6380801789173027,42136.26,0.7894582651790729,0.21054173482092722,42136.0
2022-02-13 00:01:58,0.01939193632699864,0.9806080636730014,42148.5,0.765873443515915,0.23412655648408492,42145.42,0.23331631430271302,0.7666836856972868,42136.26,0.645407609874615,0.35459239012538496,42161.0
2022-02-13 00:02:06,0.7511051080550099,0.2488948919449902,42150.0,0.23771474489828978,0.7622852551017103,42136.82,0.562246516042581,0.43775348395741903,42146.17,0.4168926977956443,0.5831073022043557,42150.0
2022-02-13 00:02:14,0.7334493906988311,0.2665506093011688,42139.0,0.6741814549019712,0.32581854509802877,42121.05,0.5475656591476068,0.45243434085239326,42146.17,0.726302687291219,0.27369731270878106,42137.0
2022-02-13 00:02:22,0.9090125147648137,0.09098748523518625,42131.0,0.9084616522424239,0.0915383477575761,42113.14,0.337032871265678,0.6629671287343221,42146.17,0.6033601086095712,0.3966398913904288,42122.0
2022-02-13 00:02:30,0.8126155993718375,0.1873844006281626,42110.0,0.3119452345865178,0.6880547654134822,42090.71,0.35656475455019454,0.6434352454498053,42146.17,0.5410732696104986,0.45892673038950144,42102.0
2022-02-13 00:02:38,0.22970342797362725,0.7702965720263727,42128.5,0.3942579024318789,0.605742097568121,42132.31,0.40791643184332405,0.592083568156676,42096.59,0.32107322988727505,0.678926770112725,42143.0
2022-02-13 00:02:46,0.3764634638675818,0.6235365361324183,42141.0,0.6110774131521071,0.3889225868478929,42134.7,0.42944761220188654,0.5705523877981136,42096.59,0.42348869185908683,0.5765113081409131,42150.0
2022-02-13 00:02:54,0.27376663092957443,0.7262333690704255,42140.5,0.46359335617517317,0.5364066438248267,42141.95,0.32941520730273255,0.6705847926972676,42096.59,0.41955160274226416,0.5804483972577358,42150.0
2022-02-13 00:03:02,0.05295624620777995,0.9470437537922202,42141.0,0.7994963919355111,0.20050360806448886,42140.01,0.40091126538402644,0.5990887346159737,42096.59,0.25726655612714877,0.7427334438728512,42150.0
2022-02-13 00:03:10,0.7125145869714551,0.2874854130285449,42135.0,0.7548014864485162,0.24519851355148375,42117.83,0.4790911663107531,0.520908833689247,42096.59,0.6536168223474725,0.3463831776525275,42129.0
2022-02-13 00:03:17,0.5466703569345734,0.4533296430654265,42135.0,0.7437227411817219,0.2562772588182781,42134.16,0.4273571563084735,0.5726428436915266,42096.59,0.5530399360842607,0.44696006391573917,42129.0
2022-02-13 00:03:25,0.549541864744671,0.4504581352553289,42135.0,0.6501515754662095,0.34984842453379056,42131.71,0.47216079114418985,0.5278392088558101,42137.29,0.4468789576935493,0.5531210423064506,42137.0
2022-02-13 00:03:33,0.5050474484361382,0.4949525515638617,42135.5,0.8200695456968248,0.17993045430317525,42137.37,0.4110248059515787,0.5889751940484212,42137.29,0.29944902626654657,0.7005509737334535,42143.0
2022-02-13 00:03:43,0.9607841112132448,0.03921588878675522,42135.5,0.7627907518287057,0.23720924817129435,42117.57,0.3816867682103954,0.6183132317896046,42117.9,0.22256409065576815,0.7774359093442317,42123.0
